AppTag,AppName,JA3,Host,Sni,Subject
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,beacon.wikia-services.com,static.wikia.nocookie.net,
Zoom,Zoom,832952DB10F1453442636675BED2702B,,zoomff134-224-97-137mmr.cloud.zoom.us,*.cloud.zoom.us
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,video-edge-2357fa.prg03.abs.hls.ttvnw.net,video-edge-2357fa.prg03.abs.hls.ttvnw.net,
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,seg.ad.gt,seg.ad.gt,*.ad.gt
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,passport.twitch.tv,passport.twitch.tv,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,static.twitchcdn.net,static.twitchcdn.net,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,k.twitchcdn.net,www.twitch.tv,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,static.twitchcdn.net,static.twitchcdn.net,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,k.twitchcdn.net,gql.twitch.tv,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,clips-media-assets2.twitch.tv,clips-media-assets2.twitch.tv,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,clips-media-assets2.twitch.tv,clips-media-assets2.twitch.tv,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,video-weaver.prg03.hls.ttvnw.net,video-weaver.prg03.hls.ttvnw.net,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,static.twitchcdn.net,static.twitchcdn.net,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,static.twitchcdn.net,static.twitchcdn.net,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,static.twitchcdn.net,static.twitchcdn.net,
firefox,firefox,C279B0189EDB9269DA7BC43DEA5E0C36,static.twitchcdn.net,static.twitchcdn.net,
firefox,firefox,C279B0189EDB9269DA7BC43DEA5E0C36,k.twitchcdn.net,gql.twitch.tv,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,k.twitchcdn.net,gql.twitch.tv,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,k.twitchcdn.net,gql.twitch.tv,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,static.twitchcdn.net,static.twitchcdn.net,
msedge,msedge,295B8FA5DB7CFEC6CF325AAE9E1C60B6,img-s-msn-com.akamaized.net,img-s-msn-com.akamaized.net,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,instagram.com,www.instagram.com,
,tor,140E0F0CAD708278ADE0984528FE8493,,www.wdggytxrcaaxdhr3wxw.com,
,tor,140E0F0CAD708278ADE0984528FE8493,,www.sjqcgd5shdmvgyahomv.com,
,tor,140E0F0CAD708278ADE0984528FE8493,,www.xzvd.com,
Zoom,Zoom,832952DB10F1453442636675BED2702B,,zoomff134-224-97-137mmr.cloud.zoom.us,*.cloud.zoom.us
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,video-edge-2357fa.prg03.abs.hls.ttvnw.net,video-edge-2357fa.prg03.abs.hls.ttvnw.net,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,video-weaver.prg03.hls.ttvnw.net,video-weaver.prg03.hls.ttvnw.net,
firefox,firefox,E669667EFB41C36F714C309243F41CA7,j.clarity.ms,j.clarity.ms,a.clarity.ms
,tor,140E0F0CAD708278ADE0984528FE8493,,www.sjqcgd5shdmvgyahomv.com,
,tor,140E0F0CAD708278ADE0984528FE8493,,www.wdggytxrcaaxdhr3wxw.com,
,tor,140E0F0CAD708278ADE0984528FE8493,,www.xzvd.com,
chrome,chrome,C7E66EA9AEFDC772A27DF7A4C7C3A1EB,connect.facebook.net,connect.facebook.net,
msedge,msedge,295B8FA5DB7CFEC6CF325AAE9E1C60B6,r.msftstatic.com,r.msftstatic.com,
msedge,msedge,295B8FA5DB7CFEC6CF325AAE9E1C60B6,r.msftstatic.com,r.msftstatic.com,
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,browser.events.data.msn.com,browser.events.data.msn.com,*.events.data.microsoft.com
msedge,msedge,295B8FA5DB7CFEC6CF325AAE9E1C60B6,business.bing.com,business.bing.com,www.bing.com
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,femetrics.grammarly.io,femetrics.grammarly.io,
msedge,,24C42D3E77F06F2A8F47F4EBBBFDFAF4,static.cdninstagram.com,static.cdninstagram.com,
msedge,,24C42D3E77F06F2A8F47F4EBBBFDFAF4,static.cdninstagram.com,static.cdninstagram.com,
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,static.cdninstagram.com,static.cdninstagram.com,
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,instagram.com,instagram.com,
msedge,msedge,24C42D3E77F06F2A8F47F4EBBBFDFAF4,instagram.com,instagram.com,
msedge,,24C42D3E77F06F2A8F47F4EBBBFDFAF4,static.cdninstagram.com,static.cdninstagram.com,
msedge,msedge,DE4389C26478C9CF885D0B33FD1307CF,sb.scorecardresearch.com,sb.scorecardresearch.com,
msedge,,24C42D3E77F06F2A8F47F4EBBBFDFAF4,static.cdninstagram.com,static.cdninstagram.com,
msedge,,24C42D3E77F06F2A8F47F4EBBBFDFAF4,static.cdninstagram.com,static.cdninstagram.com,
msedge,msedge,DE4389C26478C9CF885D0B33FD1307CF,d27xxe7juh1us6.cloudfront.net,d27xxe7juh1us6.cloudfront.net,
firefox,,E669667EFB41C36F714C309243F41CA7,j.clarity.ms,j.clarity.ms,a.clarity.ms
WhatsApp,SearchApp,28A2C9BD18A11DE089EF85A160DA29E4,,t-ring-fdv2.msedge.net,*.msedge.net
WhatsApp,SearchApp,28A2C9BD18A11DE089EF85A160DA29E4,k-ring.msedge.net,k-ring.msedge.net,*.msedge.net
WhatsApp,SearchApp,28A2C9BD18A11DE089EF85A160DA29E4,,fp.msedge.net,
msedge,msedge,295B8FA5DB7CFEC6CF325AAE9E1C60B6,img-s-msn-com.akamaized.net,img-s-msn-com.akamaized.net,
WhatsApp,SearchApp,28A2C9BD18A11DE089EF85A160DA29E4,www.bing.com,www.bing.com,
WhatsApp,SearchApp,28A2C9BD18A11DE089EF85A160DA29E4,,a-ring.msedge.net,
Zoom,Zoom,832952DB10F1453442636675BED2702B,,zoomff134-224-97-137mmr.cloud.zoom.us,*.cloud.zoom.us
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,video-edge-2357fa.prg03.abs.hls.ttvnw.net,video-edge-2357fa.prg03.abs.hls.ttvnw.net,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,video-weaver.prg03.hls.ttvnw.net,video-weaver.prg03.hls.ttvnw.net,
firefox,,C279B0189EDB9269DA7BC43DEA5E0C36,prod.ingestion-edge.prod.dataops.mozgcp.net,incoming.telemetry.mozilla.org,
firefox,firefox,FBCC1D86F1211D29DCA4858F89E44997,prod.ingestion-edge.prod.dataops.mozgcp.net,incoming.telemetry.mozilla.org,
WhatsApp,,28A2C9BD18A11DE089EF85A160DA29E4,settings-win.data.microsoft.com,settings-win.data.microsoft.com,settings-win.data.microsoft.com
WhatsApp,SystemSettings,28A2C9BD18A11DE089EF85A160DA29E4,www.bing.com,www.bing.com,www.bing.com
WhatsApp,,28A2C9BD18A11DE089EF85A160DA29E4,settings-win.data.microsoft.com,settings-win.data.microsoft.com,settings-win.data.microsoft.com
WhatsApp,SystemSettings,28A2C9BD18A11DE089EF85A160DA29E4,cxcs.microsoft.net,cxcs.microsoft.net,cxcs.microsoft.net
WhatsApp,,28A2C9BD18A11DE089EF85A160DA29E4,eu-v10c.events.data.microsoft.com,eu-v10c.events.data.microsoft.com,*.events.data.microsoft.com
chrome,chrome,DCF7CAAC2EA928B5C31CD560104756C8,beacons4.gvt2.com,beacons4.gvt2.com,
,tor,140E0F0CAD708278ADE0984528FE8493,,www.sjqcgd5shdmvgyahomv.com,
,tor,140E0F0CAD708278ADE0984528FE8493,,www.wdggytxrcaaxdhr3wxw.com,
,tor,140E0F0CAD708278ADE0984528FE8493,,www.xzvd.com,
WhatsApp,svchost,28A2C9BD18A11DE089EF85A160DA29E4,,fe2cr.update.microsoft.com,fe2cr.update.microsoft.com
WhatsApp,,28A2C9BD18A11DE089EF85A160DA29E4,browser.pipe.aria.microsoft.com,eu-v10c.events.data.microsoft.com,*.events.data.microsoft.com
WhatsApp,lsass,28A2C9BD18A11DE089EF85A160DA29E4,login.microsoftonline.com,login.microsoftonline.com,stamp2.login.microsoftonline.com
WhatsApp,,28A2C9BD18A11DE089EF85A160DA29E4,fe3cr.delivery.mp.microsoft.com,fe3cr.delivery.mp.microsoft.com,fe3cr.delivery.mp.microsoft.com
WhatsApp,,28A2C9BD18A11DE089EF85A160DA29E4,browser.pipe.aria.microsoft.com,eu-v10c.events.data.microsoft.com,*.events.data.microsoft.com
WhatsApp,svchost,28A2C9BD18A11DE089EF85A160DA29E4,cp601.prod.do.dsp.mp.microsoft.com,cp601.prod.do.dsp.mp.microsoft.com,cp601-prod.do.dsp.mp.microsoft.com
WhatsApp,,28A2C9BD18A11DE089EF85A160DA29E4,geo.prod.do.dsp.mp.microsoft.com,geo.prod.do.dsp.mp.microsoft.com,*.prod.do.dsp.mp.microsoft.com
WhatsApp,,28A2C9BD18A11DE089EF85A160DA29E4,browser.pipe.aria.microsoft.com,eu-v10c.events.data.microsoft.com,*.events.data.microsoft.com
chrome,chrome,36D6057D54825DC75341C25CD05E0AE9,gmail.com,gmail.com,
WhatsApp,,28A2C9BD18A11DE089EF85A160DA29E4,browser.pipe.aria.microsoft.com,eu-v10c.events.data.microsoft.com,*.events.data.microsoft.com
chrome,,20002913200EA60961ECAAEDABFF4065,gmail.com,gmail.com,
chrome,chrome,3CE9542518D71E8A25380AE4F1E9C24B,encrypted-tbn0.gstatic.com,clients2.google.com,
chrome,chrome,4496DF37D89A71BC2BE747005EAF0162,mail-ads.google.com,mail-ads.google.com,
chrome,chrome,2D00ABA212EACC0BF6D1BFA8BA95AE6E,people-pa.clients6.google.com,peoplestackwebexperiments-pa.clients6.google.com,
chrome,chrome,249AB67B955DC6E3641D0E42A41AEDA7,people-pa.clients6.google.com,peoplestackwebexperiments-pa.clients6.google.com,
chrome,chrome,F3AABB841E145CE7BC67FC6E2BF992EA,safebrowsing.googleapis.com,signaler-pa.clients6.google.com,
chrome,chrome,DD5A7FF2379BD08D3FEAD90E97279684,safebrowsing.googleapis.com,signaler-pa.clients6.google.com,
chrome,chrome,75F3B865D0F5C5382C574759941C68B5,lh5.googleusercontent.com,lh3.googleusercontent.com,
chrome,chrome,6C1D10A0C68254429BA1C6C3D899407C,fonts.googleapis.com,addons-pa.clients6.google.com,
chrome,chrome,8B38927DBA9BC4138ACB76E3609776D8,fonts.googleapis.com,addons-pa.clients6.google.com,
chrome,chrome,61AA71C5E9E3B40B4E640748937D07F6,mail-ads.google.com,mail-ads.google.com,
chrome,chrome,83C06EA6996EE4E49BB8DB7D3D3E8B9E,lh5.googleusercontent.com,lh3.googleusercontent.com,
WhatsApp,,28A2C9BD18A11DE089EF85A160DA29E4,browser.pipe.aria.microsoft.com,eu-v10c.events.data.microsoft.com,*.events.data.microsoft.com
Zoom,Zoom,832952DB10F1453442636675BED2702B,,zoomff134-224-97-137mmr.cloud.zoom.us,*.cloud.zoom.us
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,video-edge-2357fa.prg03.abs.hls.ttvnw.net,video-edge-2357fa.prg03.abs.hls.ttvnw.net,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,video-weaver.prg03.hls.ttvnw.net,video-weaver.prg03.hls.ttvnw.net,
firefox,firefox,E669667EFB41C36F714C309243F41CA7,vmss-clarity-ingest-eus2-d.eastus2.cloudapp.azure.com,j.clarity.ms,a.clarity.ms
firefox,firefox,C279B0189EDB9269DA7BC43DEA5E0C36,d186rixkn5ruba.cloudfront.net,static-cdn.jtvnw.net,
chrome,chrome,498B6D9FB47DE2EA840BB73CA899C21F,googleads.g.doubleclick.net,googleads.g.doubleclick.net,
chrome,chrome,8E37880C50FF3F89C7E3D8B5E146ED92,safebrowsing.googleapis.com,content.googleapis.com,
chrome,chrome,8D2B81D76BB069F117D12A8492294EF6,www.google.com,www.google.com,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,video-edge-2357fa.prg03.abs.hls.ttvnw.net,video-edge-2357fa.prg03.abs.hls.ttvnw.net,
chrome,chrome,2D6D5690BB89139EAE8FAFB7AD0546F3,mail.google.com,mail.google.com,
WhatsApp,SearchApp,28A2C9BD18A11DE089EF85A160DA29E4,,browser.pipe.aria.microsoft.com,*.events.data.microsoft.com
WhatsApp,SearchApp,28A2C9BD18A11DE089EF85A160DA29E4,,dual-s-ring.msedge.net,*.msedge.net
WhatsApp,SearchApp,28A2C9BD18A11DE089EF85A160DA29E4,,fp.msedge.net,*.msedge.net
WhatsApp,SearchApp,28A2C9BD18A11DE089EF85A160DA29E4,,b-ring.msedge.net,*.msedge.net
WhatsApp,SearchApp,28A2C9BD18A11DE089EF85A160DA29E4,,c-ring.msedge.net,*.clo.footprintdns.com
,tor,140E0F0CAD708278ADE0984528FE8493,,www.wdggytxrcaaxdhr3wxw.com,
WhatsApp,SearchApp,28A2C9BD18A11DE089EF85A160DA29E4,c.bing.com,www.bing.com,
,tor,140E0F0CAD708278ADE0984528FE8493,,www.xzvd.com,
firefox,,02AA4679DF284F240695DA144B70C288,safebrowsing.googleapis.com,safebrowsing.googleapis.com,
,tor,140E0F0CAD708278ADE0984528FE8493,,www.sjqcgd5shdmvgyahomv.com,
chrome,chrome,D34FD2BA4168EF70C317F52F4949B081,www.google-analytics.com,consent.google.com,
chrome,chrome,52A126427CEC96745B1AC51B63B3EB0B,onedrive.live.com,onedrive.live.com,onedrive.com
chrome,chrome,5FE7DCCDA6FF32D8FD3590AB82D4FBF8,res-1.cdn.office.net,res-1.cdn.office.net,
chrome,chrome,E3A2279D120E4F927B21AB30E02D003E,mem.gfx.ms,wcpstatic.microsoft.com,wcpstatic.microsoft.com
chrome,chrome,69A0482DFCE7D7EAFCE6436F54941DAB,acctcdnmsftuswe2.azureedge.net,mem.gfx.ms,identitycdn.msauth.net
chrome,chrome,0B210E46DB466EA26760116D1CA228D5,res-1.cdn.office.net,res-1.cdn.office.net,
chrome,chrome,54ED9E6F561DE1030BF15276387D78F6,www.microsoft.com,www.microsoft.com,
chrome,chrome,144A28BAB63D3435E6ADAFD0004ED24F,img-prod-cms-rt-microsoft-com.akamaized.net,img-prod-cms-rt-microsoft-com.akamaized.net,a248.e.akamai.net
chrome,chrome,13FCB00FA6506659EF918D515353F8A6,ajax.aspnetcdn.com,ajax.aspnetcdn.com,
chrome,chrome,636291846223C2D1FBE65DDB8773902A,acctcdnmsftuswe2.azureedge.net,js.monitor.azure.com,js.monitor.azure.com
chrome,,912204AD3312408700F5271A894D333C,cdn.odc.officeapps.live.com,cdn.odc.officeapps.live.com,
chrome,chrome,EF285A8F3DFD0CB6D3A08171014919E0,img-prod-cms-rt-microsoft-com.akamaized.net,statics-marketingsites-wcus-ms-com.akamaized.net,a248.e.akamai.net
chrome,,E3AD847B2041AEFD97AB5DE37B37B4BC,cdn.odc.officeapps.live.com,cdn.odc.officeapps.live.com,
chrome,,E58E489330F345E6DB4C59B9BB9118DA,cdn.odc.officeapps.live.com,cdn.odc.officeapps.live.com,
chrome,,BD2FFCB336E2B93109EAF6B977687C86,cdn.odc.officeapps.live.com,cdn.odc.officeapps.live.com,
chrome,chrome,73325304534731FFB672B3420543630C,www.microsoft.com,www.microsoft.com,
chrome,,17F95FEFCBFC3E1BA4892BB34099F45A,cdn.odc.officeapps.live.com,cdn.odc.officeapps.live.com,
chrome,chrome,EA6570F1434FA7C3857CE85B7A4B02AE,cdn.odc.officeapps.live.com,cdn.odc.officeapps.live.com,
chrome,chrome,4643CC455A16BDE38FDB25792B5FD4E8,p.sfx.ms,p.sfx.ms,onedrive.com
chrome,chrome,DB0C51B7D136B7BD6A908155DBA14E72,gmail.com,gmail.com,
chrome,chrome,ABBA3A3692DE0D2BC96E83F4EECC0847,mail.google.com,mail.google.com,
chrome,chrome,7A36A490CA67F9CA78F14FAA14BC7E8C,logincdn.msftauth.net,logincdn.msftauth.net,
chrome,,5398ED1C894D761D160A9BF1224CABA1,modernb.akamai.odsp.cdn.office.net,modernb.akamai.odsp.cdn.office.net,
chrome,,776D6D9C2B004FEE3670E321D9099C37,c1h-excel-15.cdn.office.net,c1h-word-view-15.cdn.office.net,
chrome,,D3C2292EF0D3F7E95B2B2FC1BBB0997C,c1h-excel-15.cdn.office.net,c1h-word-view-15.cdn.office.net,
chrome,chrome,334B9F39D14F78A99F35EA358ADFB29A,acctcdn.msauth.net,acctcdn.msftauth.net,
chrome,chrome,E4CBEBAFFD264357A9A69E20AA6E8BF3,onedrive.live.com,onedrive.live.com,onedrive.com
chrome,chrome,784D16CBA24849694C9DE704FFFAD60B,logincdn.msftauth.net,logincdn.msftauth.net,
chrome,chrome,D09BBB1CDB2025B2A87CF83DF67EFC31,login.live.com,login.live.com,login.live.com
chrome,chrome,CFCB7624E4F293A77F5A7C69336A7A63,login.live.com,login.live.com,login.live.com
chrome,chrome,0685FA7E680995E062D32CC10E8B9465,modernb.akamai.odsp.cdn.office.net,modernb.akamai.odsp.cdn.office.net,
chrome,,4581D5E4F8A07828B7DA4CCED80B4F63,modernb.akamai.odsp.cdn.office.net,modernb.akamai.odsp.cdn.office.net,
chrome,chrome,D45834AA95ADB95F6B727F6E218485A2,browser.pipe.aria.microsoft.com,browser.pipe.aria.microsoft.com,*.events.data.microsoft.com
chrome,chrome,8F286ED57538C09700BF3A3329B6E999,c1-onenote-15.cdn.office.net,c1-word-edit-15.cdn.office.net,
chrome,chrome,4C17678876ED5E51C775A7845528CF64,odc.officeapps.live.com,odc.officeapps.live.com,odc.officeapps.live.com
chrome,,955EDB5E9BB347B5199F9D7F09B43523,c1h-excel-15.cdn.office.net,c1h-word-view-15.cdn.office.net,
chrome,chrome,0C9F9DF8367237A5EA683FF1F930BD0E,c1-onenote-15.cdn.office.net,c1-word-edit-15.cdn.office.net,
chrome,chrome,B39C0BAB8D3DF9C6A626D6C734181662,c1-onenote-15.cdn.office.net,c1-word-view-15.cdn.office.net,
chrome,,1E908B4C100727D36D9F3BDDF2C5E4F9,modernb.akamai.odsp.cdn.office.net,modernb.akamai.odsp.cdn.office.net,
chrome,chrome,F2B3E25B871654DF32CA0176A69B4237,c1-onenote-15.cdn.office.net,c1-word-view-15.cdn.office.net,
chrome,chrome,717362868AE9A7D1C68B750DBE57538B,c1-onenote-15.cdn.office.net,c1-word-view-15.cdn.office.net,
chrome,chrome,6C75A50AB31FFF1ED0F660C6E328320D,c1-onenote-15.cdn.office.net,c1-word-edit-15.cdn.office.net,
chrome,chrome,C87969DB468D1623506F9981E0948FEC,acctcdn.msauth.net,acctcdn.msauth.net,
chrome,,6ADDA6E35C34D78C3D7A82938E0AA3F8,modernb.akamai.odsp.cdn.office.net,modernb.akamai.odsp.cdn.office.net,
chrome,chrome,17E54FFC1A6E2AF9D62D4F631337F60E,encrypted-tbn0.gstatic.com,apis.google.com,
chrome,,3C0E95D4D055A8C66495E2CE1E8B2E7A,modernb.akamai.odsp.cdn.office.net,modernb.akamai.odsp.cdn.office.net,
chrome,chrome,5E66F94C3811C27F95474F1CB244C6CE,c1-onenote-15.cdn.office.net,c1-onenote-15.cdn.office.net,
chrome,chrome,50076E34EECDA7E4C29ABAEC6B59130F,c1-onenote-15.cdn.office.net,c1-word-view-15.cdn.office.net,
chrome,chrome,918284CCD007E1A913629B60F54886E3,c1-onenote-15.cdn.office.net,c1-word-edit-15.cdn.office.net,
chrome,chrome,CAA84B55D0468C09FAB14BF6D50E26C0,c1-onenote-15.cdn.office.net,c1-powerpoint-15.cdn.office.net,
chrome,chrome,0765EEE49242AD9523EA92786D0429B8,c1-onenote-15.cdn.office.net,c1-powerpoint-15.cdn.office.net,
chrome,chrome,19B6B9897C9436F53E879A4D46898A0A,c1-onenote-15.cdn.office.net,c1-word-edit-15.cdn.office.net,
chrome,,EAB1D2B49251B38A14D039647936F022,c1h-excel-15.cdn.office.net,c1h-word-view-15.cdn.office.net,
chrome,chrome,23A12A373BB4A8C387A57B15148B9DD0,c1-onenote-15.cdn.office.net,c1-officeapps-15.cdn.office.net,
chrome,,07FA5B92777919ADFE58635A313246C5,c1h-excel-15.cdn.office.net,c1h-word-view-15.cdn.office.net,
chrome,chrome,5257F0BBAFE9788ABB1A5C59B0B6D9D8,c1h-excel-15.cdn.office.net,c1h-word-view-15.cdn.office.net,
chrome,chrome,BA2CB1F2A6404AD022D919E4086DE0FE,c1-onenote-15.cdn.office.net,c1-officeapps-15.cdn.office.net,
chrome,chrome,8ED00D1DB46CDC46E3D7E7AB3285FF74,c1-onenote-15.cdn.office.net,c1-officeapps-15.cdn.office.net,
chrome,chrome,E15F025A4D8683CBDA807C7C5FB66999,c1-onenote-15.cdn.office.net,c1-powerpoint-15.cdn.office.net,
chrome,chrome,EF4D344891444EDC8BC7D0EA2F8B2BEB,c1-onenote-15.cdn.office.net,c1-word-edit-15.cdn.office.net,
chrome,chrome,C02676C372FCB6AF2D4E82CB1279158A,c1-onenote-15.cdn.office.net,c1-powerpoint-15.cdn.office.net,
chrome,chrome,88804EC731D4C22E31B10EBBE4986CE6,c1-onenote-15.cdn.office.net,c1-officeapps-15.cdn.office.net,
chrome,chrome,7F0518AC518522178907A6638007C799,c1-onenote-15.cdn.office.net,c1-onenote-15.cdn.office.net,
chrome,chrome,B730467798C54CBEABB9E2D22C2D1434,c1-onenote-15.cdn.office.net,c1-powerpoint-15.cdn.office.net,
chrome,chrome,5E5F195CC7219CEB4DCA375362FB8061,c1-onenote-15.cdn.office.net,c1-onenote-15.cdn.office.net,
chrome,chrome,F5121C1C13BF0C858ADF1FE9CC4147B0,c1-onenote-15.cdn.office.net,c1-onenote-15.cdn.office.net,
chrome,chrome,1D9A4E31A7B15BF8FA77C5CD458D1B6E,c1-onenote-15.cdn.office.net,c1-onenote-15.cdn.office.net,
chrome,chrome,9AEAFA14DAFF81C3495541C355017B1B,c1-onenote-15.cdn.office.net,c1-powerpoint-15.cdn.office.net,
msedge,msedge,295B8FA5DB7CFEC6CF325AAE9E1C60B6,c.bing.com,www.bing.com,
chrome,chrome,1ACD2F00F50DB9613DCC2027997A720A,c1-onenote-15.cdn.office.net,c1-onenote-15.cdn.office.net,
chrome,chrome,1BEE4F7BA4B4CE25F01C6011AE226281,unagi.amazon.com,unagi.amazon.com,unagi-na.amazon.com
firefox,firefox,C279B0189EDB9269DA7BC43DEA5E0C36,static.twitchcdn.net,static.twitchcdn.net,
Zoom,Zoom,832952DB10F1453442636675BED2702B,,zoomff134-224-97-137mmr.cloud.zoom.us,*.cloud.zoom.us
firefox,firefox,C279B0189EDB9269DA7BC43DEA5E0C36,gql.twitch.tv,gql.twitch.tv,
firefox,firefox,C279B0189EDB9269DA7BC43DEA5E0C36,video-edge-2357fa.prg03.abs.hls.ttvnw.net,video-edge-2357fa.prg03.abs.hls.ttvnw.net,
firefox,firefox,579CCEF312D18482FC42E2B822CA2430,video-weaver.prg03.hls.ttvnw.net,video-weaver.prg03.hls.ttvnw.net,
chrome,chrome,CEAA4FFF4A37E3B1FE678E41011692FA,exo.nel.measure.office.net,powerpointonline.nelsdf.measure.office.net,
chrome,chrome,C0563B0823E42396EC17FB642C88FD0C,shellprod.msocdn.com,shellprod.msocdn.com,
chrome,chrome,79C9628ED244A4B1AF68F029AE393E9F,ecs.office.com,ecs.office.com,ecs.office.com
chrome,chrome,C3B87838B94529F986FFB596B6C817CF,config.edge.skype.com,config.edge.skype.com,*.config.skype.com
chrome,chrome,F039D925F0B8C2E7E5BB47F9116FCE3C,westeurope1-0.pushnp.svc.ms,westeurope1-0.pushnp.svc.ms,
chrome,chrome,EBFC0A23885B1394AF48D81A400BE4F2,modernb.akamai.odsp.cdn.office.net,modernb.akamai.odsp.cdn.office.net,
chrome,chrome,1D2732E968EDA4AF7F8211BDB70B82CB,skyapi.onedrive.live.com,skyapi.onedrive.live.com,storage.live.com
chrome,chrome,9846F79DFD297230C1F05535F995A370,config.edge.skype.com,content.lifecycle.office.net,content.lifecycle.office.net
chrome,chrome,4E0C2FA0A8D5E90873AF0DA45736B934,config.edge.skype.com,content.lifecycle.office.net,content.lifecycle.office.net
chrome,chrome,855D6D8B2477E57B62337D0C75B6962F,api.onedrive.com,api.onedrive.com,storage.live.com
chrome,chrome,B415B828DF6C015EB0E368D0956F6E65,browser.events.data.microsoft.com,browser.events.data.microsoft.com,*.events.data.microsoft.com
chrome,,DD5BEB171ED9DF91AF8746FDE1A4138F,outlook.com,outlook.com,outlook.com
chrome,chrome,EEDACAC9C11331943AB4F23CFF65EC74,outlook.com,outlook.com,outlook.com
chrome,chrome,D7573F4E166E5CA2D2D3B25717674A41,outlook.live.com,outlook.live.com,
chrome,chrome,5E29F3D8F8CDE9012C41315348534297,browser.pipe.aria.microsoft.com,browser.pipe.aria.microsoft.com,*.events.data.microsoft.com
chrome,chrome,8408D75D8E27AF105ED47E4C5DFAC77C,browser.events.data.microsoft.com,browser.events.data.microsoft.com,*.events.data.microsoft.com
chrome,,B8553DE88BB98B66141C9502A7B3FDD4,www.outlook.com,www.outlook.com,outlook.com
,tor,140E0F0CAD708278ADE0984528FE8493,,www.sjqcgd5shdmvgyahomv.com,
chrome,chrome,AFD80DD67EC281460DF7790FDD44C49C,amcdn.msftauth.net,amcdn.msftauth.net,identitycdn.msauth.net
,tor,140E0F0CAD708278ADE0984528FE8493,,www.wdggytxrcaaxdhr3wxw.com,
chrome,chrome,B53DD0967C9F10E1D5CD1769CC0154DA,cdn.adnxs.com,acdn.adnxs.com,cdn.adnxs.com
,tor,140E0F0CAD708278ADE0984528FE8493,,www.xzvd.com,
chrome,chrome,0FEB1F4E86A159E46E99E9B5E3E6C308,eu-office.events.data.microsoft.com,eu-office.events.data.microsoft.com,*.events.data.microsoft.com
chrome,chrome,36C091D22D1DA0D4C041B70957DC4115,mem.gfx.ms,csp.microsoft.com,csp.microsoft.com
chrome,chrome,0725142D1362D42138354D3D806B83DC,c.live.com,c.live.com,c.msn.com
chrome,chrome,BC976A08DDAD37C90A814D75268736B3,skyapi.onedrive.live.com,storage.live.com,storage.live.com
chrome,chrome,3B0A02829F9BF7B9BCA851DA6D04A440,c.bing.com,c.bing.com,www.bing.com
chrome,chrome,C4A39E5AB4B042CAEBB0A2165492F90E,tlx.3lift.com,tlx.3lift.com,*.3lift.com
chrome,chrome,B7B395C6779E5390BCB0C34C9DEF648D,browser.events.data.microsoft.com,browser.events.data.microsoft.com,*.events.data.microsoft.com
chrome,chrome,783F961BFBAB713705E7075A44A754B5,cdn.adnxs.com,cdn.adnxs.com,cdn.adnxs.com
chrome,chrome,D9EE21F4CDBBBB4D8BFEB3BCACC288B6,eb2.3lift.com,eb2.3lift.com,*.3lift.com
chrome,chrome,1DA773EE0CFBB490D2A117B1C6B5B87D,browser.events.data.microsoft.com,browser.events.data.microsoft.com,*.events.data.microsoft.com
chrome,,25024917F5556F3FB1DD1A0ADE675E3E,arc.msn.com,arc.msn.com,arc.msn.com
chrome,chrome,2A45B18959F5AAE4E528ADB5231292D3,arc.msn.com,arc.msn.com,arc.msn.com
chrome,chrome,66F0F559610AD9E614AEDA6B2C108599,attachment.outlook.live.net,outlook.office365.com,outlook.com
chrome,chrome,106661ACE74DE32F8059564D49526F65,attachment.outlook.live.net,attachment.outlook.live.net,
chrome,,6113B3EA493E63D3F54F8427084DBDB9,attachment.outlook.live.net,attachment.outlook.live.net,
